InvestMe,"InvestMe — это сообщество частных инвесторов и основателей бизнеса объеденных для реализации перспективных проектов и идей.План мероприятия:1. Инвестору. 18:30 — 19:30.- Международная методология отбора инвестиционных проектов с перспективой кратного роста, какие шесть факторов нужно знать о проекте перед входом в сделку?- Как защитить свои инвестиции? Юридическое оформление инвестиционных сделок.- Как встраивать инвестиции в свой финансовый план?2. Проекту. 19:30 — 21:00- Презентация проекта перед частными инвесторами и фонадми;- Обратаня связь экспертов по проекту.Форма на питч проекта: https://forms.gle/LBfJxYNamGJGyN3z8Проекты.1. Маркетинговая платформа для создания автоворонок продаж в мессенджерах, с помощью которых можно минимум в 2 раза снизить стоимость привлечения клиента, автоматизировать продажи2. Анимационная студия, Монетизация детских мультфильмов через ютуб и др площадки с доходом свыше 100% годовых3. Сеть магазинов по продаже детской одежды, обуви и игрушек, работающая в эконом-сегменте4. Сеть магазинов по продаже сыра с среднем и средний+ сегменте5. Повышение качества перевозок путем анализа и мониторинга логистических процессов, задача комплекса которого является обеспечения своевременной доставки грузов, сокращения финансовых издержек, предотвращение порчи и хищения груза за счет внедрения системы мониторинга.6. Fleur Femme — агрегатор модных, бутиков будет специализироваться на маленьких независимых бутиках, продающих женские вещи, аксессуары",7.11.2019,09:00 - 18:00 GMT+3,Агентство Инвестиционного Развитияулица Агрономическая 11 · Казань,https://www.meetup.com/ru-RU/Kazan-Blockchain-Meetup-Group/events/266217073/
Google IO Extended Kazan,"Мы приглашаем вас на митап, посвящённый Google IO. В программе - общение, расширение кругозора и хорошее настроение. Несколько докладов о разработке под андроид, круглый стол о новостях с Google IO и изменениях последних версий Android OS.Наши партнёры из АБЦТ предоставят нам удобную площадку, и Раиль Камалов, Ведущий Андроид Разработчик, выступит с темой ""Навигация по полочкам, пишем свой Wizard"".Подолжит Тимур Валиев, Аквелон, с темой ""Упрощаем построение экранов с Epoxy"".Есть что рассказать? Пишите, добавим в программу :)",27.06.2019,19:00 - 21:00 GMT+3,"Центр развития Ак Барс Банка, центральный входул. Галиаскара Камала, 41 · Казань",https://www.meetup.com/ru-RU/GDG-Kazan/events/262440011/
Go Study Innopolis Lesson 3,"GDG Cloud Innopolis при поддержке Avito.tech феврале 2020 проводит вводный курс в Go в Иннополисе.На третьем занятии разберём функции и указатели.Курс подойдёт для тебя если давно хотел познакомиться с языком, но всё никак не доходили руки. Мы ориентируемся больше на новичнов, но если ты имеешь за плечами опыт программирования и просто хочешь узнать о Go, то приходи тоже.Курс состоит из 6 занятий, которые будут проходить раз в неделю - в четверг с 18:30 до 20:00.Занятия проведут: Эмиль Шарифуллин (senior-разработчик команды Moira в компании Контур, экс-разработчик RedHat)и Алик Хилажев (backend-разработчик, KazanExpress)Для активных участников приготовлены крутые подарки, так что это не только отличная возможность прокачаться свои знания языка, но и приятные подарки.Не забудь взять с собой ноутбук и зарядное утройство!",20.02.2020,18:30 - 20:00 GMT+3,Innopolis · Innopolis,https://www.meetup.com/ru-RU/GDG-Cloud-Innopolis/events/268773574/
Speedrun #2: Kubernetes in the Google Cloud,"👋 Всем привет!⚡️В феврале проходит Community Speedrun Challenge.У вас есть возможность присоединиться к конкурсу, который проходит в сотрудничестве с Google Developers Group, Developer Student Clubs и другими техническими сообществами в Европе. Вы можете получить знания и практический опыт работы в различных темах, набирая очки и выигрывая призы. Всего будет четыре Speedrun`a.⚡️Speedrun - это игра, основанная на Qwiklabs, которая включает в себя различные лаборатораторные, которые нужно пройти как можно быстрее, чтобы набрать очки и попасть в таблицу лидеров.⚡️Если ты никогда не использовал платформу Qwiklabs и не был на наших Study Jam, то ничего страшного. Для тебя есть хорошие новости: каждый Speedrun начинается с вебинара, проводимого тренером Googler, чтобы вы могли ознакомиться с платформой. После вебинара у вас есть одна неделя, чтобы как можно быстрее выполнить все лабораторные работы в SpeedRun (вы можете попробовать каждую лабораторную работу пять раз).⚡️Для кого это онлайн обучение?Как вебинары, так и лабораторные занятия в Speedrun спроектированы так, чтобы как новички, так и более продвинутые пользователи могли получать удовольствие от обучения. Они включают в себя все необходимые объяснения, чтобы каждый мог сделать это в своем темпе.⚡️Как это работает?Каждый Speedrun начинается в понедельник и начинается с вебинара тренера Google [masked] (МСК)). Speedrun открыт до воскресенья той же недели, чтобы дать вам возможность закончить все лаборатории в лучшее время.⚡️Кроме того.Все участники получат месячную бесплатную подписку на Qwiklabs и получат значок за каждый выполненный ими Speedrun.Топ 5 каждого Speedrun получат ваучер на $ 25 для магазина товаров GoogleЛучший победитель каждого Speedrun получает дополнительный ваучер на $ 50 для магазина товаров Google.⚡️Сегодня второй Speedrun. Введение в Kubernetes в облаке.Speedrun #2: Kubernetes in the Google Cloud☁️Какие темы разбирают: Kubernetes Engine: Qwik Start, Introduction to Docker, Orchestrating the Cloud with Kubernetes, Managing Deployments Using Kubernetes Engine☁️Сроки сдачи: 10-16 Февраля☁️Вебинар проведет Sam Marder (Google)☁️Когда: 10th,[masked] (GMT+01)☁️Лабораторная: Kubernetes Engine: Qwik StartПодробности и регистрация по ссылке https://events.withgoogle.com/communityspeedrunchallenge/GDG: t.me/gdgcloudinnopolis",10.02.2020,"10:00 - воскресенье, 16 февраля 2020 г., 00:00 GMT+3",,https://www.meetup.com/ru-RU/GDG-Cloud-Innopolis/events/268598388/
Kazan.rb meetup #1,"Даем старт неформальным встречам Ruby-разработчиков от независимого сообщества Kazan.rb.Ничего не планируйте на 19 апреля и приходите в ИТ-парк! В дружеской ИТ-обстановке мы поговорим про Ruby, обсудим последние новости и накидаем тем для следующих встреч.Программа встречи:* Микросервисы (Леонид Динерштейн)* Рельсы в докере (Антон Тараев)* Как мы деплоили через opsworks (Дмитрий Трагер)Но это еще не все, вечер продолжится afterparty в баре «Соль».Участие бесплатное, но обязательна предварительная регистрация!Не забудьте взять с собой паспорт или водительские праваВсем Ruby!",19.04.2017,19:00 - 22:00 GMT+3,"IT-Park Peterburgskaya, 52 · Казань",https://www.meetup.com/ru-RU/group-kazan-rb/events/238948081/
QA Meetup,"7 июня мы снова встретимся вместе на QA Meetup💥Спикеры:- Алексей Чумагин (Provectus)Тема: Selenoid: Запуск UI тестов без боли- Ильгам Шакиров (Provectus)Тема: Обзор популярных облачных CI/CD сервисов для контейнеризованных приложенийНачало: в 19:00Место проведения: Резиденция креативных индустрий ШТАБ (Татарстана, 20а)Зарегистрироваться на событие и задать вопросы можно по ссылке: expertfridays.com",7.06.2019,19:00 - 21:00 GMT+3,"ШТАБ: Резиденция креативных индустрийул. Татарстан, 20 · Казань",https://www.meetup.com/ru-RU/Kazan-Expert-Fridays-Meetups/events/261827543/
Java MeetUp,"💡 Настало время провести первый MeetUp этой осени! И он будет посвящен JAVAВход свободный, регистрация уже открыта и обязательна для всех!👉 http://expertfridays.com/meetups/java-meetup-2/Спикерами выступят :Дмитрий Исаев: «Приложения на akka или как болеть геморроем»Алексей Завьялов: «Spring 5 and reactive microservices. The beginning»🙌 Мы ищем спикеров, присоединяйся к нам! Просто заполни форму на сайте и мы с тобой свяжемся 😉http://expertfridays.com/meetups/java-meetup-2/Когда ждать Java MeetUp?2 ноября 2018, в 19:00Место встречи - Казань, ШТАБ, ул.Татарстан, 20За дополнительной информацией обращайся:Татьяна КовалеваE-mail: [masked]Skype: tkovaleva.1Тел: +7 (927)[masked]",2.11.2018,19:00 - 22:00 GMT+3,"ШТАБ: Резиденция креативных индустрийул. Татарстан, 20 · Казань",https://www.meetup.com/ru-RU/Kazan-Expert-Fridays-Meetups/events/255739079/
QA MeetUp,"Открываем регистрацию на QA MeetUp! Присоединяйтесь ;)Спикер #1АЛЕКСЕЙ ЧУМАГИН: Тестирование API с помощью Postman""Тестирование API становится популярным. И без специальных инстументов тут не обойтись. Всвоем докладе я познакомлю вас с одним из таких инструментов""Спикер #2ЧУКМАРОВ МАРАТ: Контекст в тестировании""Поговорим о том, почему неправильное определение контекста cвоей работы, методов и подходов ведет к фрустрации, своим велосипедам, неоднозначному отношению к тестировщикам и тестированию как таковому. Что делать, если не хочется писать тест-кейсы, почему мы склонны писать свои фреймворки для автотестов и стоит ли называть себя QA""Спикер #3АРТЁМ ТРЕПАЛИН: Asyncio в нагрузочном тестировании""Нагрузочное тестирование, как его приготовить? Ингредиенты: python, asyncio и немного aiohttp""Вход свободный, регистрация обязательна!Ждем тебя в ШТАБе (ул.Татарстан, 20) 8 июня в 19:00До встречи на митапе! ;)",8.06.2018,19:00 - 22:00 GMT+3,"ШТАБ: Резиденция креативных индустрийул. Татарстан, 20 · Казань",https://www.meetup.com/ru-RU/Kazan-Expert-Fridays-Meetups/events/251300549/
"International forum ItConf.ASIA: blockchain, digital learning & IT-technologies","The forum will consider blockchain, IT, iOt and AI technologies. The main topics will be blockchain, marketing, investment and digital education.ItConf.Asia is the series of global forums developing IT business and the people who works in it. 26 major speakers from 15 countries (Uzbekistan, Kazakhstan, Russia, China, South Korea, USA, etc.) will speak at the event.The purpose of the forum is live communication with International professionals in the IT industry. It will allow the audience to get tools for the development of projects, to build forecasts for the development of the blockchain sphere. Special emphasis will be placed on issues of investment, digital education in the IT segment and cases of existing technology projects. According to the project, the target audience are investors, executives, company owners, as well as employees of government organizations and government officials.The organizers of the forum are Okschain, decentralized financial system, and Terra Crypto, the specialized industry forum dedicated to digital mining. The forum’s partner is the Youth Union of Uzbekistan. According to the organizer, marketing director of IEO Agency and Okschain, Alexander Mamasidikov: “According to a PWC study, in 11 years 10-20% of global economic infrastructures will work on the blockchain. IT industry occupies a huge space. During the forum, we want to discuss its present and future, and determine the vector of development of the blockchain sphere for gaining knowledge and profit. ItConf.Asia is a like-minded environment. A place for partners, employers and investors.”Website: www.itconf.asiaContacts for partnership:Tel: [masked]Email: [masked]",16.11.2019,09:00 - 19:00 GMT+3,Tashkent · Tashkent,https://www.meetup.com/ru-RU/Kazan-Blockchain-Meetup-Group/events/266024353/
Go Study Innopolis Lesson 6,"GDG Cloud Innopolis при поддержке Avito.tech феврале 2020 проводит вводный курс в Go в Иннополисе.На шестом занятии разберём две темы:* Стандартная библиотека* Дальнейшие шаги🔥 Так же будет небольшой доклад в формате Tips & Tricks от Ивана Осадчего (Разрабочтик, юнит Monetization, Авито).🤓 Курс подойдёт для тебя если давно хотел познакомиться с языком, но всё никак не доходили руки. Мы ориентируемся больше на новичнов, но если ты имеешь за плечами опыт программирования и просто хочешь узнать о Go, то приходи тоже.🤓 Курс состоит из 6 занятий, которые будут проходить раз в неделю - в четверг с 18:30 до 20:00.🤓Занятия проведут: Эмиль Шарифуллин (senior-разработчик команды Moira в компании Контур, экс-разработчик RedHat)и Алик Хилажев (backend-разработчик, KazanExpress)🔥 Для активных участников приготовлены крутые подарки, так что это не только отличная возможность прокачаться свои знания языка, но и приятные подарки.🔥 Не забудь взять с собой ноутбук и зарядное утройство!",12.03.2020,18:30 - 20:30 GMT+3,Innopolis · Innopolis,https://www.meetup.com/ru-RU/GDG-Cloud-Innopolis/events/269298234/
"Форум ""ГДЕДЕНЬГИ?""","Форум ""ГДЕДЕНЬГИ?"" — форум по инвестициям, структурированию активов и созданию пассивного дохода.На форуме ""ГДЕДЕНЬГИ?"" вы сможете:- Из первых уст узнать тенденции развития финансовых рынков и создания пассивного дохода в 2019 году- Лично познакомиться со спикерами, лидерами мнений и договориться о спецпрограммах сотрудничества- Оказаться в кругу единомышленников, людей, которые интересуются инвестициями, развитием бизнеса, созданием инвестиционных коллаборацийМы Стремимся к открытому и насыщенному, конкурентному диалогу.Просим спикеров говорить не только про победы, но и про поражения.Выставка в рамках форума — важная точка формирования сбалансированного инвестиционного портфеля: мы стремимся привезти компании по всем заявленным темам, включая тех, кто не представлен в Алматы или в Казахстане вообще.Все спикеры доступны для общения и обмена опытом. На каждом форуме мы проводим дискуссии, часто острые.Впервые в Алматы мы проведём закрытый день для управляющих состояниями 1 млн $ и выше. Встреча будет носить формат ""off the record"".ПРЕДЛАГАЕМЫЕ ТЕМЫ ФОРУМА:- Принципы инвестирования- Индексное инвестирование- VIP банки.Какой банк премиального обслуживания действительно достоин вашего внимания.- Недвижимость в разных странах KZ, USA.- Создание инвестицию портфеля: finewine, арт и тд- Диверсификацией инвест портфеля по разным странам- Образование на всю жизнь: возврат инвестиций, локальное образование, в СНГ. MBA в поле. Стажировки. Почему зарабатывать/не уезжать в Казахстане.",19.11.2019,"09:00 - среда, 20 ноября 2019 г., 20:00 GMT+3",,https://www.meetup.com/ru-RU/Kazan-Blockchain-Meetup-Group/events/266224834/
Диалоги о Soft Skills,"Приветствуем всех! После небольшого перерыва мы возвращаемся!И начать мы решили с темы, которая почему-то частенько остаётся за кадром и никак не освещается. А тема эта soft skills - навыки взаимодействия и коммуникаций людей между собой. Как лучше выстроить взаимодействие в команде? Как правильно и четко доносить свои мысли до коллег? Какие различия есть в деловом общении внутри компаний США и России?Обо всём этом поговорим, в теплой дружеской обстановке в четверг 14 марта 19:00, кафе Облепиха(Пушкина 1/55а).",14.03.2019,19:00 - 20:00 GMT+3,"Pushkin St, 1Pushkin St, 1 · Казань",https://www.meetup.com/ru-RU/GDG-Kazan/events/259759115/
Приятное с полезным: чаепитие об андроиде!,"В это воскресенье, 23 декабря мы предлагаем встретиться в кафе Облепиха в 12:00 по мск. В формате неформальной встречи мы хотим обсудить различные интересные темы, которые вы выбрали!=)Вам есть что рассказать, или интересно послушать коллег? Приходите, пообщаемся! :)Формат: общение в кафе, нетворкинг. Длительность: 1.5 - 2 часа, а дальше ""как пойдет"" :))Дополнительную информацию можно уточнить здесь: https://vk.com/gdgkazan",23.12.2018,12:00 - 14:00 GMT+3,,https://www.meetup.com/ru-RU/GDG-Kazan/events/257380106/
Kazan Data Science Meetup,Очередная встреча нашего большого Data Science-комьюнитти. На этот раз митап пройдет в Иннополисе.Спикеры:1. Дмитрий Карасев (QuLab)Тема: Практическое применение Face Recognition2. Игорь Шульган (Университет Иннополис)Тема: Neural grammatical error correction modelsВкусная еда и живое общение гарантировано!Не пропустите!,17.03.2019,14:30 - 16:30 GMT+3,"TekhnoparkUniversitetskaya St, 7 · Innopolis",https://www.meetup.com/ru-RU/TechBar-Data-Science-Meetups/events/259395783/
Android Developers Meetup,"Update:Кремлёвская 21, вход со двора.Если заблудитесь - звоните [masked]Давненько не было митапов, правда? И мы продолжаем!Три доклада, время пообщаться, чай-печеньки. Что ещё нужно для хорошего вечера? :)* Марат Исхаков, Android разработчик @ TinkoffМарат выступит с докладом «Кинжал в ножны или как написать свой DI-контейнер на Kotlin»Современные разработчики зачастую пользуются широко распространенными фреймворками, являющимися де-факто стандартом и даже не представляют себе разработку без них. Но так ли они нам нужны?В своем докладе я поделюсь простыми рекомендациями о том, как уменьшить количество генерируемого Dagger-ом кода, а также расскажу как обойтись совсем без него, написав свой простой di-контейнер на kotlin.* Дмитрий Алексеенков, старший разработчик в X5, недавно переехал в Иннополис.Дмитрий готов поделиться своим опытом о многомодульности.Многомодульность в android. Есть опыт работы над проектом, который изначально дробили на модули для переиспользования в других проектах.* Артур Бадретдинов, Lead Android Engineer @ Vyng расскажет о контактах.Задумывались ли вы о том, как работают Контакты в Андроиде? В чём разница между Contact и RawContact, и как это всё превращается в список контактов пользователя, где телефон, skype и whatsapp сосуществуют рядом? Может, вы бы хотели добавить и своё приложение в этот список?И самое главное - почему на Stack Overflow столько вопросов о том, как же эта кухня работает? Приходите на доклад - разберёмся вместе.Своевременно о мероприятиях можно узнавать тут:https://t.me/gdgkazanИтак:Время: 19:0015 октябряМесто: Казань, Кремлёвская 21, офис компании Super Ego3-4 доклада + вкусняшки + networkingВам есть о чём рассказать? Присоединяйтесь к команде докладчиков, пишите организаторам группы или в комментах к посту.Увидимся на митапе! :)",15.10.2019,19:00 - 21:00 GMT+3,"Kremlyovskaya St, 21Kremlyovskaya St, 21 · Казань",https://www.meetup.com/ru-RU/GDG-Kazan/events/265281631/
[Мероприятие перенесено] Go Meetup Innopolis #1,"Привет всем 👋🦠 Ввиду ситуации с вирусом мы вынуждены сдвинуть дату митапа за 15 апреля.🦠 Относительно хорошая новость в том, что конференцию тоже перенесли, так что билет остаётся в силе.🦠 Дэдлайн по домашке тоже переносим, чтобы было чем заняться на карантине.Всем успехов, не болейте 🙂Первый Go митап в Иннополисе",19.03.2020,18:30 - 20:30 GMT+3,Innopolis · Innopolis,https://www.meetup.com/ru-RU/GDG-Cloud-Innopolis/events/268879130/
Hacktoberfest 2019 meetup,"Приглашаем на очную встречу, посвящённую Hacktoberfest 2019!Чем мы будем заниматься:- Помогать отправлять Pull Requests (PR) в Open-Source- Предлагать Open-Source проекты, которые нуждаются в вашем участии- Обсуждать свои Pull Requests в приятной компанииИнтересно будет и новичкам, и опытным - приходите!Важно: с собой рекомендуется брать ноутбук.## О HacktoberfestЕжегодный распределённый хакатон, в рамках которого требуется выслать несколько PR на GitHub, за что можно потом получить узнаваемые футболки и стикеры (погуглите, их реально высылают из США).Мы собираемся в коворкинге, чтобы помочь друг другу выполнить этот квест вместе. Новички найдут менторов, а меинтейнеры найдут потенциальных контрибьюторов.Подробнее по ссылке:- https://hacktoberfest.digitalocean.com/",9.10.2019,19:00 - 22:00 GMT+3,"Pushkin St, 54Pushkin St, 54 · Казань",https://www.meetup.com/ru-RU/GolangKazan/events/265409702/
DevDay 48,"Всем привет. В среду 18-ого декабря пройдет очередной митап. Условно его можно поделить 3 большие части:1. Организации будущего. Культура. Дуальное виденье. Бирюзовые организации.В рамках этой секции Анвар Туйкин расскажет про ТоpTal, а Игорь Катыков - про Тинькофф.2. Клавиатуры - необычное в привычном.Евгений Кацевман покажет какие еще бывают раскладки, кроме стандартной ""qwerty"", поделится опытом перехода на “Colеmak”, покажет графики изменения скорости печать, а Ринат Сабитов расскажет про ""клавиатурное железо"": клавиатуры нестандартные, “игровые”, “механические”, “олдскульные”.3. Чайные посиделки в баре :)Ждем всех в 19.00 в Телеграф Space (ул. Пушкина 54, 3 этаж)",18.12.2019,19:00 - 21:00 GMT+3,"Телеграф SpacePushkin St, 54/1 · Казань",https://www.meetup.com/ru-RU/DevDay-Kazan/events/267134585/
Hacktoberfest,"HacktoberFest!Совместно с GDG Kazan Golang (кстати, если вам интересно пообщаться с Go-разработчиками - присоединяйтесь) мы проведём вечер, отправляя пулл реквесты в open source проекты.Давно мечтали пополнить своё резюме вкладом в Open Source? Присоединяйтесь, мы поможем со стартом.Не знаете, с чего начать? Приходите обсудим.Новичок, и вообще не в курсе, что это за Open Source и с чем его едят? Расскажем.Итого, мы:1. Немного расскажем о движении Open Source2. Поможем выбрать проект для участия3. Если вы - maintainer такого проекта, сможете его представить4. Хакатон(чик) - 1,5-2 часа на то, чтобы начать пр и обсудить его с коллегами. Завершить можно будет уже дома.За 4 пр вы получите крутую футболку от Digital Ocean, они отправят 50,000 из Штатов :)Подробнее по ссылке:- https://hacktoberfest.digitalocean.com/",9.10.2019,19:00 - 21:00 GMT+3,"Pushkin St, 54Pushkin St, 54 · Казань",https://www.meetup.com/ru-RU/GDG-Kazan/events/265427686/
GolangConf,"Друзья!На носу долгожданная конференция GolangConf (https://golangconf.ru/2019).Если вы еще не купили билет, но планируете, самое время это сделать:нашему Go сообществу дают промокоды на скидку - Go_Community.Кроме того, мы разыгрываем бесплатные билеты на конференцию. Смотри подробности по ссылке: https://github.com/GolangKazan/golangconf2019-challenge.Не исключено, что на конференции вы также увидите от GolangKazan дополнительную активность (при поддержке организаторов).",7.10.2019,09:40 - 18:00 GMT+3,"EVENT-ХОЛЛ ""ИнфоПространство""1-Y Zachat'yevskiy Pereulok, 4 · Moskva",https://www.meetup.com/ru-RU/GolangKazan/events/265237707/
OpenStack Summit Vancouver,"Speakers who build and operate infrastructure from Google, JPMorgan Chase, Progressive Insurance and Target will share their experiences at the Vancouver Summit, May 21-24. Other notable speakers include AT&T, China Unicom, Hyper HQ, Oath Inc., Paddy Power Betfair, ARM, Verizon, Walmart, Wells Fargo and many more. (other options to include: China Mobile, University of Messina, China Railway)At the Summit, these sessions and use cases are organized around specific open infrastructure use cases including AI and machine learning; HPC; edge computing; NFV; container infrastructure; and public, private and multi-cloud strategies in addition to sessions focused on open source community. You can sort within the schedule to find sessions and speakers around each topic.Register and check the schedule at http://openstack.org/summit",21.05.2018,"09:00 - четверг, 24 мая 2018 г., 18:00 GMT+3","Vancouver Convention Centre - West1055 Canada Pl · Vancouver, BC",https://www.meetup.com/ru-RU/OpenStack-Russia-Kazan/events/249361663/
Go Study Innopolis Lesson 5,"GDG Cloud Innopolis при поддержке Avito.tech феврале 2020 проводит вводный курс в Go в Иннополисе.На пятом занятии разберём:* Пакеты и повторное использование кода* ТестированиеТак же будут небольшие доклады в формате Tips & Tricks от Вячеслава Бобика (Разработчик, юнит Messenger, Авито) и Сергея Иваненко (Support Systems developer, Avito).-----------------------------------------------------------------------------------------------Курс подойдёт для тебя если давно хотел познакомиться с языком, но всё никак не доходили руки. Мы ориентируемся больше на новичнов, но если ты имеешь за плечами опыт программирования и просто хочешь узнать о Go, то приходи тоже.Курс состоит из 6 занятий, которые будут проходить раз в неделю - в четверг с 18:30 до 20:00.Занятия проведут: Эмиль Шарифуллин (senior-разработчик команды Moira в компании Контур, экс-разработчик RedHat)и Алик Хилажев (backend-разработчик, KazanExpress)Для активных участников приготовлены крутые подарки, так что это не только отличная возможность прокачаться свои знания языка, но и приятные подарки.Не забудь взять с собой ноутбук и зарядное утройство!",5.03.2020,18:30 - 20:30 GMT+3,Innopolis · Innopolis,https://www.meetup.com/ru-RU/GDG-Cloud-Innopolis/events/269128333/
Космический Go митап #7,"Приглашаем всех желающих и любопытствующих на митап сообщества GolangKazan. Вас ждут интересные доклады и, конечно же, стикеры! :)Программа митапа:* Рисуем гоферов средствами стандартной библиотеки - Искандер Шарипов* Colly: обзор фреймворка для веб-скрейпинга на Go - Иоанна Шевчук* С чего начать писать тесты в Go? - Максим Голубев22-го сентября, с 16:00 до 18:00, ул Пушкина 54 (Телеграф Space).Внимание! Тех, кто принесёт с собой ноутбук, ждёт небольшой сюрприз. :)",22.09.2019,16:00 - 18:00 GMT+3,"Pushkin St, 54Pushkin St, 54 · Казань",https://www.meetup.com/ru-RU/GolangKazan/events/264819753/
Go Study Innopolis Lesson 4,"GDG Cloud Innopolis при поддержке Avito.tech феврале 2020 проводит вводный курс в Go в Иннополисе.На четвертом занятии разберём:Структуры и интерфейсыМногопоточностьТак же будет небольшой доклад в формате Tips & Tricks от Никиты Кондратьева (Разработчик, юнит SafeDeal, Авито).Курс подойдёт для тебя если давно хотел познакомиться с языком, но всё никак не доходили руки. Мы ориентируемся больше на новичнов, но если ты имеешь за плечами опыт программирования и просто хочешь узнать о Go, то приходи тоже.Курс состоит из 6 занятий, которые будут проходить раз в неделю - в четверг с 18:30 до 20:00.Занятия проведут: Эмиль Шарифуллин (senior-разработчик команды Moira в компании Контур, экс-разработчик RedHat)и Алик Хилажев (backend-разработчик, KazanExpress)Для активных участников приготовлены крутые подарки, так что это не только отличная возможность прокачаться свои знания языка, но и приятные подарки.Не забудь взять с собой ноутбук и зарядное утройство!",27.02.2020,18:30 - 20:30 GMT+3,Innopolis · Innopolis,https://www.meetup.com/ru-RU/GDG-Cloud-Innopolis/events/268974970/
Next ’19 Extended Kazan,"9 Апреля Google проводит конференцию Google Cloud Next, на которой будут сессии, посвящённые облачным технологиям.В честь данного события мы решили провести Google Cloud Study Jam, на котором сосредоточимся на теме Machine Learning - совместно пройдём несколько лаб для того, чтобы немного окунуться в эту тему.Все участники получат доступ к Google Qwiklabs, стоимостью $55+. Доступ на месяц позволит пройти и другие лабы (из 140), например, по Кубернетису или Cloud SQL.",27.04.2019,14:00 - 17:00 GMT+3,"Kazan Federal UniversityKremlevskaya, 35, building 2 · Казань",https://www.meetup.com/ru-RU/GDG-Kazan/events/260382382/
Go Study Innopolis Lesson 2,"GDG Cloud Innopolis при поддержке Avito.tech феврале 2020 проводит вводный курс в Go в Иннополисе.На втором занятии разберём управление потоком, массивы, срезы, карты.Курс подойдёт для тебя если давно хотел познакомиться с языком, но всё никак не доходили руки. Мы ориентируемся больше на новичнов, но если ты имеешь за плечами опыт программирования и просто хочешь узнать о Go, то приходи тоже.Курс состоит из 6 занятий, которые будут проходить раз в неделю - в четверг с 18:30 до 20:00.Занятия проведут: Эмиль Шарифуллин (senior-разработчик команды Moira в компании Контур, экс-разработчик RedHat)и Алик Хилажев (backend-разработчик, KazanExpress)Для активных участников приготовлены крутые подарки, так что это не только отличная возможность прокачаться свои знания языка, но и приятные подарки.Не забудь взять с собой ноутбук и зарядное утройство!",13.02.2020,18:30 - 20:00 GMT+3,Innopolis · Innopolis,https://www.meetup.com/ru-RU/GDG-Cloud-Innopolis/events/268532521/
Вечерний рефакторинг,"Всем привет! Мы пытаемся перезагрузить формат неформальных встреч и хотим запустить их под кодовом названием ""Вечерний рефакторинг"".Наш формат - это его отсутствие :) В неформальной обстановке, любой желающий может подготовить небольшой доклад, даже на 5-10 минут, связанный с Android, it, soft skills или о чем-нибудь еще, и рассказать его. Нет докладов на вечер? Всегда можно обсудить что-нибудь интересное :)Собираться будем чаще всего по вечарам. Первая такая встреча пройдет в понедельник 17 февраля в антикафе ""Баклажан"" (Островского 21), начнем в 19:00. Поговорим про Android compose и в целом про declarative ui. Приходите, пообщаемся!",17.02.2020,19:00 - 21:00 GMT+3,"Ulitsa Ostrovskogo, 21Ulitsa Ostrovskogo, 21 · Казань",https://www.meetup.com/ru-RU/GDG-Kazan/events/268679038/
Бермудский треугольник IT : Бизнес анализ - Тестирование - Техподдержка,"В пятницу 6 апреля, в 19:00 Ассоциация Выпускников ГРИНТ и Штаб приглашает всех желающих принять участие в открытой дискуссии на тему ""Бермудский треугольник IT : Бизнес-Анализ, Тестирование, Техническая поддержка"".▶ R&DОльга Стрижко - Программист, Meanotek AI""Опыт исследования нейросетвых моделей для языкового перевода в техническом ВУЗе Германии""▶ BAИван Госьков - Бизнес Аналитик, NetCracker Technology""Как разработать бизнес- требования к продукту с минимальным функционалом (MVP) в условиях методологии Agile"".▶ QAЗаляева Алия - Инженер-тестировщик, GDC (ICL Services)""Почему я «до сих пор» тестировщик.""▶ Tech SupportНикита Асланян - Системный администратор, GDC (ICL Services)""Повторение - злая мачеха учения. Процесс управления знаниями и его важность в сфере технической поддержки.""✔ Язык: Русский6 Апреля, 19:00.Бесплатная подача заявки на участие, требуется регистрация!• Что приносить?Позитивный настрой, проблемы и решения.",6.04.2018,19:00 - 21:00 GMT+3,"ШТАБ: Резиденция креативных индустрийул. Татарстан, 20 · Казань",https://www.meetup.com/ru-RU/TechBar-Техбар/events/248660272/
Go Study Innopolis,"В феврале 2020 стартуем вводный курс в Go.Курс подойдёт для тебя если давно хотел познакомиться с языком, но всё никак не доходили руки. Мы ориентируемся больше на новичнов, но если ты имеешь за плечами опыт программирования и просто хочешь узнать о Go, то приходи тоже.На первом занятии немного познакомимся с историей языка, разбрем переменные и типы и уже напишем первую программу на Go.Не забудь взять с собой ноутбук и зарядное утройство!",6.02.2020,18:30 - 20:00 GMT+3,Innopolis · Innopolis,https://www.meetup.com/ru-RU/GDG-Cloud-Innopolis/events/ldbnnrybcdbjb/
